area,state,ratecenter,numbers
419416,OH,TIFFIN,1
419440,OH,TOLEDO,26
419444,OH,TOLEDO,827
419449,OH,TOLEDO,25
419743,OH,TOLEDO,264
423221,TN,CHATTNOOGA,3
423399,TN,LAFOLLETTE,7
423409,TN,BULLS GAP,5
423412,TN,JOHNSON CY,15
423469,TN,NEWPORT,17
423514,TN,CHATTNOOGA,2
423655,TN,CHATTNOOGA,5
423795,TN,JOHNSON CY,8
425323,WA,ISSAQUAH,2
425325,WA,BELLEVUE,1
425568,WA,BELLEVUE,1
425631,WA,BELLEVUE,751
434940,VA,LYNCHBURG,5
435204,UT,TOOELE,46
435206,UT,LOGAN,5
435235,UT,CEDAR CITY,10
440203,OH,LORAIN,315
440270,OH,WILLOUGHBY,49
440301,OH,WILLOUGHBY,21
440302,OH,WILLOUGHBY,6
440303,OH,WILLOUGHBY,570
440304,OH,WILLOUGHBY,14
440369,OH,WILLOUGHBY,1
440380,OH,VICTORY,43
440393,OH,WILLOUGHBY,1
440507,OH,WILLOUGHBY,7
440562,OH,WILLOUGHBY,790
440612,OH,WILLOUGHBY,174
440677,OH,BURTON,2
440680,OH,WILLOUGHBY,5
440758,OH,ELYRIA,337
440784,OH,WICKLIFFE,4
440980,OH,WILLOUGHBY,5
479415,AR,FORT SMITH,1
480871,AZ,PHOENIX,4
502392,KY,LOUISVILLE,13
502397,KY,LOUISVILLE,6
502455,KY,LOUISVILLE,67
502464,KY,LOUISVILLE,116
502478,KY,LOUISVILLE,384
502620,KY,LOUISVILLE,4
502672,KY,LOUISVILLE,3
502675,KY,LOUISVILLE,151
502752,KY,LOUISVILLE,2
503202,OR,PORTLAND,5666
503204,OR,PORTLAND,40
503237,OR,PORTLAND,336
503271,OR,PORTLAND,68
503301,OR,PORTLAND,598
503514,OR,PORTLAND,32
503527,OR,PORTLAND,9
503529,OR,PORTLAND,11
503599,OR,PORTLAND,54
503604,OR,PORTLAND,51
503817,OR,PORTLAND,32
503818,OR,PORTLAND,41
503870,OR,PORTLAND,32
503903,OR,PORTLAND,142
503904,OR,PORTLAND,430
503918,OR,SALEM,1
503920,OR,PORTLAND,135
503921,OR,PORTLAND,43
503938,OR,PORTLAND,2987
503940,OR,PORTLAND,140
503942,OR,PORTLAND,37
503955,OR,PORTLAND,102
503993,OR,PORTLAND,29
504213,LA,NEWORLEANS,197
504268,LA,KENNER,2796
504403,LA,KENNER,9
504423,LA,NEWORLEANS,343
504476,LA,NEWORLEANS,1
504477,LA,NEWORLEANS,92
504480,LA,NEWORLEANS,87
504489,LA,NEWORLEANS,104
504501,LA,NEWORLEANS,21
504538,LA,NEWORLEANS,3123
504540,LA,NEWORLEANS,8
504546,LA,NEWORLEANS,4
504550,LA,NEWORLEANS,66
504551,LA,NEWORLEANS,39
504560,LA,NEWORLEANS,147
504572,LA,NEWORLEANS,11
504574,LA,NEWORLEANS,3
504663,LA,NEWORLEANS,76
504664,LA,NEWORLEANS,13
504668,LA,NEWORLEANS,108
504773,LA,NEWORLEANS,2
504794,LA,NEWORLEANS,3
504823,LA,NEWORLEANS,58
504824,LA,NEWORLEANS,34
504843,LA,NEWORLEANS,2
504844,LA,NEWORLEANS,29
504880,LA,NEWORLEANS,68
505251,NM,ALBUQURQUE,466
505329,NM,ALBUQURQUE,11
505380,NM,ALBUQURQUE,2072
505381,NM,ALBUQURQUE,6
505529,NM,ALBUQURQUE,38
505530,NM,ALBUQURQUE,34
505540,NM,ALBUQURQUE,17
505561,NM,ALBUQURQUE,7
505669,NM,SANTA FE,1
510212,CA,FRNK OLIVR,89
510218,CA,FRNK OLIVR,2
510308,CA,OKLD MN-PD,39
510310,CA,OKLD MN-PD,2
510321,CA,OKLD MN-PD,3
510515,CA,OKLD MN-PD,901
510702,CA,OKLD MN-PD,20
510716,CA,OKLD MN-PD,1
510720,CA,OKLD MN-PD,2
510801,CA,OKLD MN-PD,2567
510802,CA,OKLD MN-PD,176
510805,CA,OKLD MN-PD,219
510810,CA,OKLD BKLY,3
512205,TX,AUSTIN,2125
512235,TX,AUSTIN,18
512274,TX,JARRELL,57
512307,TX,AUSTIN,10
512603,TX,AUSTIN,37
512604,TX,AUSTIN,66
512606,TX,AUSTIN,117
512612,TX,AUSTIN,1
512613,TX,AUSTIN,34
512622,TX,AUSTIN,163
512624,TX,AUSTIN,30
512625,TX,AUSTIN,118
512802,TX,AUSTIN,3353
512849,TX,AUSTIN,61
512875,TX,AUSTIN,113
512896,TX,AUSTIN,73
512935,TX,AUSTIN,849
513209,OH,CINCINNATI,89
513210,OH,CINCINNATI,38
513249,OH,CINCINNATI,98
513269,OH,CINCINNATI,108
513343,OH,CINCINNATI,2636
513350,OH,CINCINNATI,3
513359,OH,CINCINNATI,2
513408,OH,CINCINNATI,103
513590,OH,CINCINNATI,11
513610,OH,CINCINNATI,1
513650,OH,CINCINNATI,1
513660,OH,CINCINNATI,3
513670,OH,CINCINNATI,30
513691,OH,CINCINNATI,19
513710,OH,CINCINNATI,1
513890,OH,MIDDLETOWN,448
513920,OH,CINCINNATI,20
513944,OH,CINCINNATI,1
513971,OH,CINCINNATI,35
516230,NY,BRENTWOOD,316
516245,NY,NASSAUZN05,11
516251,NY,NASSAUZN05,131
516257,NY,NASSAUZN05,15
516258,NY,BRENTWOOD,5
516275,NY,BRENTWOOD,7
516276,NY,BRENTWOOD,2
516278,NY,BRENTWOOD,1
516290,NY,NASSAUZN05,4
516291,NY,NASSAUZN01,380
516332,NY,NASSAUZN05,64
516335,NY,NASSAUZN05,9
516339,NY,BRENTWOOD,16
516372,NY,NASSAUZN05,37
516389,NY,NASSAUZN05,3
516392,NY,NASSAUZN05,4
516397,NY,SELDEN,1
516525,NY,NASSAUZN01,32
516529,NY,NASSAUZN09,2
516552,NY,NASSAUZN05,1
516553,NY,NASSAUZN05,2
516638,NY,NASSAUZN09,4
516645,NY,NASSAUZN05,5
516648,NY,NASSAUZN08,2202
516649,NY,NASSAUZN08,5
516657,NY,NASSAUZN05,18
516793,NY,NASSAUZN05,2
516839,NY,NASSAUZN05,2
516891,NY,NASSAUZN05,29
516925,NY,NASSAUZN05,3
516947,NY,NASSAUZN02,5
516948,NY,SELDEN,1
516954,NY,NASSAUZN05,10
516975,NY,NASSAUZN05,2424
517228,MI,LANSING,12
517229,MI,LANSING,14
517232,MI,LANSING,172
517309,MI,COLDWATER,11
517340,MI,LANSING,2
517341,MI,LANSING,23
517533,MI,HILLSDALE,10
517534,MI,JACKSON,791
517564,MI,ADRIAN,27
517571,MI,HOWELL,1
518228,NY,COLONIE,1603
518230,NY,COLONIE,10
518259,NY,ALBANY,229
518341,NY,SCHENCTADY,460
518342,NY,SCHENCTADY,218
518343,NY,ALBANY,130
518422,NY,ALBANY,796
518865,NY,COLONIE,37
520446,AZ,TUCSON,3866
520930,AZ,TUCSON,1
520931,AZ,TUCSON,1
540201,VA,ROANOKE,296
541309,OR,BEND,1
541710,OR,EUGENE,82
541718,OR,EUGENE,1
541814,OR,MEDFORD,295
561224,FL,BOYNTONBCH,104
561230,FL,WPALMBEACH,2
561326,FL,WPALMBEACH,25
561387,FL,WPALMBEACH,6
561551,FL,WPALMBEACH,18
561552,FL,WPALMBEACH,2
561553,FL,WPALMBEACH,61
561554,FL,WPALMBEACH,20
561604,FL,WPALMBEACH,219
561605,FL,WPALMBEACH,4
561606,FL,WPALMBEACH,1
561608,FL,BOYNTONBCH,2
561610,FL,WPALMBEACH,9
561652,FL,WPALMBEACH,1
561751,FL,WPALMBEACH,6
561754,FL,WPALMBEACH,37
561773,FL,BOCA RATON,1225
561854,FL,WPALMBEACH,7
561874,FL,WPALMBEACH,8
561885,FL,WPALMBEACH,8
561936,FL,WPALMBEACH,33
561937,FL,WPALMBEACH,78
561947,FL,WPALMBEACH,2
562214,CA,LAKEWOOD,36
562226,CA,NORWALK,7
562227,CA,NORWALK,27
562238,CA,CMTN CMTN,2
562300,CA,CMTN GRDN,80
562460,CA,NORWALK,1
562678,CA,LAKEWOOD,1
562744,CA,ALAMITOS,108
562877,CA,CMTN CMTN,7
562878,CA,CMTN CMTN,4
562918,CA,ALAMITOS,5
563280,IA,DAVENPORT,136
570315,PA,SCRANTON,21
570480,PA,MOOSIC,126
570598,PA,OLYPHANT,144
570670,PA,SCRANTON,20
570804,PA,SCRANTON,71
570978,PA,MOUNTANTOP,6
570997,PA,MOUNTANTOP,1
571219,VA,WSNGTNZN08,102
580398,OK,ELK CITY,3
586361,MI,ROMEO,1
586363,MI,MT CLEMENS,13
586403,MI,MT CLEMENS,5
586409,MI,MT CLEMENS,2
586470,MI,WARREN,26
586529,MI,WARREN,11
586587,MI,MT CLEMENS,2
586607,MI,WARREN,9
586609,MI,WARREN,2
586617,MI,MT CLEMENS,2
586769,MI,MT CLEMENS,1
586807,MI,WARREN,1
586860,MI,WARREN,1
586889,MI,WARREN,1
601328,MS,JACKSON,43
601458,MS,MERIDIAN,20
601459,MS,HATTIESBG,463
601471,MS,JACKSON,8
601478,MS,JACKSON,2
602201,AZ,PHOENIX,5280
602202,AZ,PHOENIX,247
602204,AZ,PHOENIX,16
602205,AZ,PHOENIX,13
602215,AZ,PHOENIX,12
602259,AZ,PHOENIX,36
602289,AZ,PHOENIX,1
602356,AZ,PHOENIX,2
602360,AZ,PHOENIX,19
602450,AZ,PHOENIX,71
602591,AZ,PHOENIX,7
602645,AZ,PHOENIX,23
602646,AZ,PHOENIX,8
602656,AZ,PHOENIX,357
602658,AZ,PHOENIX,14
602660,AZ,PHOENIX,2
602673,AZ,PHOENIX,42
602746,AZ,PHOENIX,312
602779,AZ,PHOENIX,159
602868,AZ,PHOENIX,1
602871,AZ,PHOENIX,2
607799,NY,BINGHAMTON,10
607897,NY,GROTON,398
608303,WI,MADISON,1
608307,WI,JANESVILLE,460
608578,WI,MADISON,2
608603,WI,JANESVILLE,6
608657,WI,MADISON,15
608682,WI,MADISON,0
609229,NJ,MERCERVL,103
609295,NJ,MOUNTHOLLY,0
609329,NJ,TRENTON,7
609615,NJ,TRENTON,115
609679,NJ,PLEASANTVL,11
609687,NJ,MOUNTHOLLY,218
609725,NJ,ATLNTIC CY,10
610218,PA,ALLENTOWN,20
610221,PA,PHPHSBZN25,1848
610303,PA,PHPHSBZN25,9
610305,PA,PHPHSBZN25,172
610307,PA,PHPHSBZN25,8
610309,PA,PHPHSBZN25,11
610315,PA,PHPHSBZN25,4
610318,PA,PHPHSBZN12,945
610319,PA,PHPHSBZN13,9
610339,PA,ALLENTOWN,6
610414,PA,POTTSTOWN,7
610418,PA,W CHESTER,232
610460,PA,PHPHSBZN12,9
610475,PA,PHPHSBZN31,15
610501,PA,PHPHSBZN25,35
610752,PA,READING,2
610815,PA,COLLEGEVL,1
610817,PA,WEST GROVE,6
610830,PA,ALLENTOWN,6
610907,PA,PHPHSBZN31,21
610912,PA,ALLENTOWN,137
610920,PA,ALLENTOWN,1
610963,PA,PHPHSBZN26,141
612319,MN,TWINCITIES,24
612579,MN,TWINCITIES,87
612606,MN,TWINCITIES,7
612609,MN,TWINCITIES,50
612621,MN,TWINCITIES,22
612622,MN,TWINCITIES,11
612640,MN,TWINCITIES,20
612648,MN,TWINCITIES,17
612650,MN,TWINCITIES,17
612660,MN,TWINCITIES,16
612680,MN,TWINCITIES,8
612880,MN,TWINCITIES,18
614320,OH,NEW ALBANY,382
614399,OH,COLUMBUS,38
614590,OH,COLUMBUS,11
614605,OH,COLUMBUS,1
614608,OH,DUBLIN,4
614616,OH,COLUMBUS,1
614617,OH,COLUMBUS,18
614630,OH,ALTON,33
614631,OH,ALTON,15
614637,OH,ALTON,75
614640,OH,COLUMBUS,1
614646,OH,COLUMBUS,3
614651,OH,ALTON,7
614661,OH,COLUMBUS,4
614672,OH,ALTON,6
614673,OH,ALTON,2
614690,OH,ALTON,4113
614691,OH,ALTON,659
614720,OH,COLUMBUS,1
615272,TN,NASHVILLE,18
615276,TN,NASHVILLE,15
615303,TN,NASHVILLE,14
615304,TN,NASHVILLE,1
615363,TN,NASHVILLE,208
615402,TN,NASHVILLE,16
615407,TN,NASHVILLE,3
615508,TN,NASHVILLE,10
615518,TN,NASHVILLE,1
615520,TN,NASHVILLE,15
615531,TN,NASHVILLE,11
615539,TN,NASHVILLE,14
615702,TN,NASHVILLE,18
615817,TN,NASHVILLE,1
615923,TN,NASHVILLE,45
615929,TN,NASHVILLE,90
615951,TN,NASHVILLE,8
615960,TN,NASHVILLE,6
615978,TN,NASHVILLE,2
616316,MI,LAKEODESSA,82
616332,MI,GRAND RPDS,8
616338,MI,GRAND RPDS,8
616339,MI,GRAND RPDS,20
616390,MI,GRAND RPDS,3
616412,MI,HOLLAND,28
616442,MI,GRAND RPDS,17
616444,MI,GRAND RPDS,480
616472,MI,GRAND RPDS,2
616480,MI,GRAND RPDS,16
616495,MI,GRAND RPDS,4
616564,MI,GRAND RPDS,4
616595,MI,GREENVILLE,8
616630,MI,GRAND RPDS,27
616680,MI,GRAND RPDS,29
619217,CA,SNDG SNDG,488
619242,CA,SNDG SNDG,20
619256,CA,CHULAVISTA,12
619406,CA,SNDG SNDG,2
619526,CA,SNDG SNDG,7
619529,CA,SNDG SNDG,5
619620,CA,SNDG SNDG,28
619893,CA,SNDG SNDG,5
619896,CA,SNDG SNDG,39
619898,CA,SNDG SNDG,3
619899,CA,SNDG SNDG,3
619960,CA,SNDG SNDG,1
619968,CA,SNDG SNDG,3
619969,CA,SNDG SNDG,4
619970,CA,SNDG SNDG,3
619973,CA,SNDG SNDG,5
619978,CA,SNDG SNDG,1
619979,CA,SNDG SNDG,6
619982,CA,SNDG SNDG,1
619989,CA,SNDG SNDG,3
619998,CA,SNDG SNDG,2
619999,CA,SNDG SNDG,2
626212,CA,ALHAMBRA,18
626220,CA,PSDN PSDN,43
626245,CA,EL MONTE,983
626266,CA,ALHAMBRA,6
626651,CA,ALHAMBRA,3
626690,CA,COVINA,3
626729,CA,EL MONTE,11
630223,IL,LA GRANGE,17
630249,IL,LA GRANGE,1
630255,IL,MAYWOOD,3833
630266,IL,LA GRANGE,45
630342,IL,LA GRANGE,4
630356,IL,LA GRANGE,3
630367,IL,LA GRANGE,1
630374,IL,NAPERVILLE,8
630419,IL,LA GRANGE,2
630498,IL,LA GRANGE,1
630583,IL,LA GRANGE,1
630683,IL,MAYWOOD,143
630763,IL,AURORA,1
630838,IL,MAYWOOD,232
630867,IL,LA GRANGE,9
630895,IL,LA GRANGE,1
630996,IL,LA GRANGE,4
631279,NY,BRENTWOOD,1715
631280,NY,BRENTWOOD,1
631322,NY,BRENTWOOD,22
631340,NY,BABYLON,8
631373,NY,BRENTWOOD,60
631426,NY,BABYLON,1
631441,NY,BRENTWOOD,5
631442,NY,BRENTWOOD,3
631497,NY,YAPHANK,1
631554,NY,BRENTWOOD,2
631558,NY,RIVERHEAD,443
631695,NY,BRENTWOOD,30
636320,MO,HARVESTER,1
636403,MO,HARVESTER,47
650205,CA,SSNFRNCSCO,23
650217,CA,SAN MATEO,20
650317,CA,MT VIEW,8
650371,CA,SAN MATEO,12
651532,MN,TWINCITIES,80
651610,MN,TWINCITIES,38
651629,MN,TWINCITIES,2867
651847,MN,TWINCITIES,23
661329,CA,BKFD MAIN,8
678991,GA,ADAIRSVL,244
702230,NV,LAS VEGAS,53
702264,NV,LAS VEGAS,1331
702282,NV,LAS VEGAS,31
702662,NV,LAS VEGAS,19
702681,NV,LAS VEGAS,6
703353,VA,WSNGTNZN08,3
703422,VA,WSNGTNZN08,18
703512,VA,WSNGTNZN08,1
703513,VA,WSNGTNZN08,5
703514,VA,WSNGTNZN08,3
703515,VA,WSNGTNZN08,7
703612,VA,WSNGTNZN08,108
703616,VA,WSNGTNZN08,1
703701,VA,WSNGTNZN08,135
703702,VA,WSNGTNZN08,1017
704217,NC,MONROE,85
704229,NC,STATESVL,109
704265,NC,CHARLOTTE,1
704346,NC,CHARLOTTE,58
704354,NC,CHARLOTTE,15
704356,NC,CHARLOTTE,1350
704407,NC,SHELBY,5
704415,NC,SHELBY,84
704505,NC,CHARLOTTE,6
704513,NC,CHARLOTTE,39
704514,NC,CHARLOTTE,6
704515,NC,CHARLOTTE,5
704518,NC,CHARLOTTE,5
704520,NC,CHARLOTTE,1
704580,NC,CHARLOTTE,25
704581,NC,CHARLOTTE,12
704613,NC,CHARLOTTE,5
704623,NC,CHARLOTTE,5
704653,NC,CHARLOTTE,1
704673,NC,GASTONIA,10
704725,NC,CONCORD,543
704767,NC,GASTONIA,58
706241,GA,AUGUSTA,30
706349,GA,ROME,6
706732,GA,AUGUSTA,27
707233,CA,SANTA ROSA,9
707288,CA,SANTA ROSA,41
707323,CA,SANTA ROSA,4
707325,CA,SANTA ROSA,18
707821,CA,SANTA ROSA,3
708230,IL,LA GRANGE,4
708241,IL,LA GRANGE,7
708242,IL,BELLWOOD,42
708266,IL,MAYWOOD,140
708276,IL,SUMMIT,3
708281,IL,NORTHBROOK,5
708313,IL,LA GRANGE,1
708324,IL,MAYWOOD,35
708348,IL,SUMMIT,1
708376,IL,NORTHBROOK,1
708379,IL,BELLWOOD,4
708412,IL,LA GRANGE,1
708413,IL,LA GRANGE,0
708440,IL,BLUEISLAND,3
708454,IL,NORTHBROOK,43
708461,IL,NORTHBROOK,4
708463,IL,LA GRANGE,2
708561,IL,LA GRANGE,2
708592,IL,LA GRANGE,4
708604,IL,LA GRANGE,1
708619,IL,BLUEISLAND,3
708626,IL,BLUEISLAND,4
708644,IL,NORTHBROOK,5
708693,IL,LA GRANGE,3
708706,IL,LA GRANGE,1
708750,IL,ORLAND,2
708760,IL,CHICAGOHTS,2
708812,IL,LA GRANGE,90
708823,IL,LA GRANGE,3
708861,IL,LA GRANGE,3
708881,IL,NORTHBROOK,2
708886,IL,LA GRANGE,2
708936,IL,CHICAGOHTS,2
708944,IL,NORTHBROOK,1
708962,IL,MONEE,9
708984,IL,MONEE,3
708994,IL,LA GRANGE,0
708999,IL,MAYWOOD,395
713200,TX,HOUSTON,2355
713279,TX,HOUSTON,226
713282,TX,HOUSTON,1
713288,TX,HOUSTON,65
713310,TX,HOUSTON,85
713318,TX,HOUSTON,89
713326,TX,HOUSTON,71
713327,TX,HOUSTON,134
713404,TX,HOUSTON,5709
713406,TX,HOUSTON,27
713415,TX,HOUSTON,73
713506,TX,HOUSTON,21
713508,TX,HOUSTON,8
713509,TX,HOUSTON,61
713519,TX,HOUSTON,2
713549,TX,HOUSTON,174
713593,TX,HOUSTON,2
713601,TX,HOUSTON,2
713603,TX,HOUSTON,2
713604,TX,HOUSTON,6
713605,TX,HOUSTON,109
713606,TX,HOUSTON,3679
713607,TX,HOUSTON,42
713608,TX,HOUSTON,35
713616,TX,HOUSTON,10
713617,TX,HOUSTON,21
713618,TX,HOUSTON,7
713619,TX,HOUSTON,9
713642,TX,HOUSTON,6
713648,TX,HOUSTON,27
713687,TX,HOUSTON,60
713698,TX,HOUSTON,6
713707,TX,HOUSTON,34
713708,TX,HOUSTON,9
713709,TX,HOUSTON,10
713710,TX,HOUSTON,11
713712,TX,HOUSTON,9
713716,TX,HOUSTON,14
713717,TX,HOUSTON,14
713719,TX,HOUSTON,9
713720,TX,HOUSTON,8
713736,TX,HOUSTON,27
713760,TX,HOUSTON,34
713761,TX,HOUSTON,19
713762,TX,HOUSTON,9
713763,TX,HOUSTON,71
713764,TX,HOUSTON,42
713765,TX,HOUSTON,16
713768,TX,HOUSTON,338
713769,TX,HOUSTON,3
713786,TX,HOUSTON,22
713801,TX,HOUSTON,2
713809,TX,HOUSTON,5
713813,TX,HOUSTON,4
713833,TX,HOUSTON,8
713841,TX,HOUSTON,21
713846,TX,HOUSTON,18
713883,TX,HOUSTON,25
713886,TX,HOUSTON,9
713891,TX,HOUSTON,154
713901,TX,HOUSTON,8
713905,TX,HOUSTON,18
713912,TX,HOUSTON,1
713915,TX,HOUSTON,2
713916,TX,HOUSTON,2
713971,TX,HOUSTON,95
713990,TX,HOUSTON,18
714201,CA,ANAHEIM,717
714212,CA,ANAHEIM,7
714214,CA,ANAHEIM,32
714216,CA,ANAHEIM,33
714217,CA,ANAHEIM,2
714218,CA,ANAHEIM,1
714219,CA,ANAHEIM,34
714286,CA,ANAHEIM,5
714291,CA,ANAHEIM,3
714314,CA,ANAHEIM,8
714320,CA,ANAHEIM,3
714346,CA,ANAHEIM,6
714354,CA,ANAHEIM,3
714355,CA,ANAHEIM,1
714358,CA,ANAHEIM,4
714359,CA,ANAHEIM,1
714405,CA,ANAHEIM,145
714407,CA,ANAHEIM,10
714413,CA,ANAHEIM,3
714419,CA,ANAHEIM,1
714570,CA,ANAHEIM,14
714652,CA,ANAHEIM,4
714691,CA,ANAHEIM,16
714802,CA,ANAHEIM,18
714806,CA,ANAHEIM,25
714810,CA,ANAHEIM,14
716360,NY,LANCASTER,842
716369,NY,TONAWANDA,94
716441,NY,BUFFALO,80
716443,NY,TONAWANDA,108
716448,NY,TONAWANDA,208
716459,NY,TONAWANDA,60
716460,NY,TONAWANDA,100
716470,NY,LANCASTER,8
716497,NY,LANCASTER,0
716522,NY,TONAWANDA,97
716556,NY,TONAWANDA,5
716618,NY,TONAWANDA,1
716619,NY,WILLIAMSVL,4
716642,NY,TONAWANDA,2081
716643,NY,TONAWANDA,493
716653,NY,TONAWANDA,33
717410,PA,HARISBGZN1,3
717499,PA,LANCASTER,918
717518,PA,HARISBGZN1,4
717907,PA,LANCASTER,9
719236,CO,COLORDOSPG,122
719261,CO,COLORDOSPG,18
719279,CO,COLORDOSPG,40
719443,CO,COLORDOSPG,21
719450,CO,COLORDOSPG,13
724341,PA,GREENSBURG,386
724380,PA,WASHINGTON,1
724460,PA,GREENSBURG,1
724829,PA,BEAVER FLS,5
727257,FL,STPETERSBG,1374
727402,FL,CLEARWATER,817
727405,FL,CLEARWATER,2
727429,FL,CLEARWATER,47
727508,FL,CLEARWATER,1
727516,FL,CLEARWATER,1
727529,FL,CLEARWATER,22
727790,FL,CLEARWATER,1
727956,FL,NWPTRICHEY,263
727970,FL,CLEARWATER,1
732265,NJ,WOODBRIDGE,1
732304,NJ,SOUTHRIVER,3
732315,NJ,TOMS RIVER,1
732327,NJ,EATONTOWN,1
732478,NJ,RAHWAY,714
732488,NJ,WOODBRIDGE,2
732498,NJ,TOMS RIVER,1
732633,NJ,NEWBRNSWCK,0
732880,NJ,NEWBRNSWCK,1
732883,NJ,NEWBRNSWCK,2
732891,NJ,MATAWAN,1
732916,NJ,NEWBRNSWCK,1
732989,NJ,BOUNDBROOK,2
734226,MI,YPSILANTI,236
734227,MI,MONROE,128
734360,MI,FLAT ROCK,1
734380,MI,ROMULUS,10
734473,MI,ANN ARBOR,56
734509,MI,ANN ARBOR,10
734825,MI,LIVONIA,5
734907,MI,TRENTON,1
740210,OH,NEWARK,51
740553,OH,COSHOCTON,37
740556,OH,LANCASTER,2
740735,OH,ZANESVILLE,111
757584,VA,NWPTNWSZN3,7
757661,VA,NRFOLKZON2,26
757669,VA,NRFOLKZON2,16
757860,VA,NRFOLKZON2,9
760226,CA,VICTORVL,3
760293,CA,OCSD PDTN,14
760714,CA,VISTA,4
760816,CA,VICTORVL,428
763214,MN,TWINCITIES,27
763289,MN,TWINCITIES,5
765218,IN,EATON,6
765255,IN,MECHANCSBG,16
765257,IN,PARAGON,1
765260,IN,BUCK CREEK,58
765261,IN,CRAWFODSVL,36
765262,IN,ANDERSON,8
765272,IN,AMBOY,644
765707,IN,MUNCIE,1
770201,GA,ATLANTA NE,358
770208,GA,ATLANTA NE,35
770245,GA,ATLANTA NE,2
770259,GA,ATLANTA NE,2
770260,GA,ATLANTA NE,19
770269,GA,ATLANTA NE,1
770327,GA,ATLANTA SO,32
770348,GA,ATLANTA NE,7
770397,GA,ATLANTA NE,75
770501,GA,GRANTVILLE,0
770553,GA,ADAIRSVL,39
770581,GA,ZEBULON,29
770610,GA,ATLANTA NE,2
770697,GA,ATLANTA NE,1
770699,GA,ATLANTA NE,3
770747,GA,ATLANTA NE,1
770768,GA,ADAIRSVL,12
770839,GA,ATLANTA NE,12
770890,GA,ATLANTA NE,137
770902,GA,ATLANTA NE,1
770915,GA,ATLANTA NE,6
772235,FL,VERO BEACH,135
772377,FL,PTST LUCIE,3
772917,FL,PTST LUCIE,36
773201,IL,CHICGOZN01,26
773204,IL,CHICGOZN01,4
773212,IL,CHICGOZN03,34
773214,IL,CHICGOZN01,3
773215,IL,CHICGOZN01,56
773222,IL,CHICGOZN01,92
773223,IL,CHICGOZN06,3
773228,IL,CHICGOZN01,8828
773258,IL,CHICGOZN01,7
773335,IL,CHICGOZN01,1
773393,IL,CHICGOZN01,20
773438,IL,CHICGOZN01,13
773448,IL,CHICGOZN01,2
773460,IL,CHICGOZN01,3
773461,IL,CHICGOZN01,2
773464,IL,CHICGOZN01,3
773566,IL,CHICGOZN01,4
773652,IL,CHICGOZN01,1065
773670,IL,CHICGOZN03,1
801202,UT,SALT LAKE,418
801219,UT,SALT LAKE,13
801241,UT,SALT LAKE,3122
801242,UT,SALT LAKE,597
801248,UT,SALT LAKE,80
801249,UT,SALT LAKE,643
801271,UT,SALT LAKE,23
801275,UT,SALT LAKE,19
801276,UT,SALT LAKE,7
801279,UT,KAYSVILLE,249
801283,UT,PROVO,339
801929,UT,SALT LAKE,29
801986,UT,SALT LAKE,2059
803241,SC,COLUMBIA,40
803277,SC,NO AUGUSTA,94
803301,SC,COLUMBIA,1
803303,SC,COLUMBIA,2
803304,SC,COLUMBIA,3
803352,SC,COLUMBIA,1435
803355,SC,COLUMBIA,22
803362,SC,ORANGEBURG,54
803503,SC,COLUMBIA,1
803654,SC,COLUMBIA,224
803690,SC,COLUMBIA,23
803698,SC,COLUMBIA,24
803890,SC,SUMTER,134
803954,SC,COLUMBIA,65
805359,CA,VNTRA EAST,3
805442,CA,THOUSAOAKS,241
805502,CA,SATICOY,6
808231,HI,HONOLULU,33
808251,HI,HONOLULU,16
808252,HI,HONOLULU,9
808267,HI,HONOLULU,6
808273,HI,HONOLULU,3
808279,HI,HONOLULU,3
808287,HI,HONOLULU,1
808288,HI,HONOLULU,4
808290,HI,HONOLULU,5
808297,HI,WAILUKU,16
808299,HI,HONOLULU,107
808361,HI,HONOLULU,83
808362,HI,HONOLULU,77
808363,HI,HONOLULU,921
808530,HI,HONOLULU,72
808549,HI,HONOLULU,41
808569,HI,HONOLULU,36
808570,HI,HONOLULU,1
808571,HI,HONOLULU,81
808574,HI,HONOLULU,107
808576,HI,HONOLULU,62
808577,HI,HONOLULU,3735
808578,HI,HONOLULU,212
808581,HI,HONOLULU,6
808584,HI,HONOLULU,3
808598,HI,HONOLULU,13
808641,HI,HONOLULU,88
808644,HI,LIHUE,4
808858,HI,HONOLULU,1
808898,HI,HILO,0
808899,HI,HILO,34
810290,MI,FLINT,3
810528,MI,FLINT,48
810581,MI,MARINECITY,1
810971,MI,PORT HURON,4
810973,MI,LAPEER,1
812439,IN,EVANSVILLE,1
812440,IN,EVANSVILLE,143
813201,FL,TAMPA,963
813208,FL,TAMPA,7
813214,FL,TAMPA,1
813271,FL,TAMPA,7
813292,FL,TAMPA,1
813332,FL,TAMPA,1827
813338,FL,TAMPA,2
813339,FL,TAMPACEN,28
813457,FL,TAMPACEN,1871
813718,FL,ZEPHYRHILS,1
813913,FL,TAMPACEN,3
814291,PA,JOHNSTOWN,75
814567,PA,ALTOONA,326
815203,IL,JOLIET,106
815204,IL,CRYSTAL LK,1
815294,IL,LA GRANGE,3
815480,IL,ROCKFORD,192
815532,IL,MORRIS,148
815536,IL,LA GRANGE,5
815775,IL,WOODSTOCK,8
815851,IL,KANKAKEE,117
815870,IL,ROCKFORD,28
816202,MO,KANSASCITY,1
816440,MO,KANSASCITY,712
816497,MO,KANSASCITY,28
